SOL,TARGET_CCA,TARGET,TARGET_MSL,EASTING_M,NORTHING_M,ELEV_M,LATITUDE,LONGITUDE
396,Grainger,Grainger,Grainger,8145902.986,-273087.8832,-4505.100294,-4.607157769,137.4263105
396,Humboldt,Humboldt,Humboldt,8145903.095,-273087.6578,-4505.150015,-4.607153967,137.4263123
397,Sirius,Sirius,Sirius,0,0,0,1,0
397,Sirius,Sirius,Sirius,0,0,0,1,0
397,Sirius,Sirius,Sirius,0,0,0,1,0
397,Sirius,Sirius,Sirius,0,0,0,1,0
398,Beacon_Heights_ccam,Beacon_Heights,Beacon_Heights_ccam,8145901.024,-273093.7215,-4504.556972,-4.607256264,137.4262774
398,Camp_Ridge_ccam,Camp_Ridge,Camp_Ridge_ccam,8145900.8,-273093.7403,-4504.57312,-4.607256582,137.4262736
399,Pebble,Pebble,Pebble_ccam,8145901.506,-273095.9972,-4503.975965,-4.607294658,137.4262855
399,Platypus_Ridge,Platypus_Ridge,Platypus_Ridge,8145899.124,-273093.6916,-4504.656105,-4.60725576,137.4262453
401,Dragons_Teeth,Dragons_Teeth,Dragons_Teeth,8145901.262,-273093.6711,-4504.553533,-4.607255414,137.4262814
401,Heimdall,Heimdall,Heimdall,8145901.362,-273093.7535,-4504.518907,-4.607256805,137.4262831
401,McKinnon,McKinnon,McKinnon,8145903.149,-273097.1618,-4503.88754,-4.607314305,137.4263132
401,Ritchie_ccam,Ritchie,Ritchie_ccam,8145900.794,-273093.5128,-4504.615985,-4.607252744,137.4262735
401,Shackleton,Shackleton,Shackleton,8145900.825,-273093.7143,-4504.562781,-4.607256142,137.426274
404,Dune_Fields,Dunes,Dune_Fields,0,0,0,1,0
404,Dune_Fields,Dunes,Dune_Fields,0,0,0,1,0
404,Dune_Fields,Dunes,Dune_Fields,0,0,0,1,0
404,Dune_Fields,Dunes,Dune_Fields,0,0,0,1,0
404,Dune_Fields,Dunes,Dune_Fields,0,0,0,1,0
407,Horlick,Horlick,Horlick,8145760.594,-273232.8849,-4503.395309,-4.609604035,137.4239083
407,Tingey,Tingey,Tingey,8145758.421,-273233.0756,-4503.578224,-4.609607252,137.4238716
408,Mount Sharp,Mount Sharp,Mount Sharp,0,0,0,1,0
408,Mount Sharp,Mount Sharp,Mount Sharp,0,0,0,1,0
408,Mount Sharp,Mount Sharp,Mount Sharp,0,0,0,1,0
408,Mount Sharp,Mount Sharp,Mount Sharp,0,0,0,1,0
408,Mount Sharp,Mount Sharp,Mount Sharp,0,0,0,1,0
408,Mount Sharp,Mount Sharp,Mount Sharp,0,0,0,1,0
408,Mount Sharp,Mount Sharp,Mount Sharp,0,0,0,1,0
408,Mount Sharp,Mount Sharp,Mount Sharp,0,0,0,1,0
408,Mount Sharp,Mount Sharp,Mount Sharp,0,0,0,1,0
408,Mount Sharp,Mount Sharp,Mount Sharp,0,0,0,1,0
408,Mount Sharp,Mount Sharp,Mount Sharp,0,0,0,1,0
408,Mount Sharp,Mount Sharp,Mount Sharp,0,0,0,1,0
408,Mount Sharp,Mount Sharp,Mount Sharp,0,0,0,1,0
408,Mount Sharp,Mount Sharp,Mount Sharp,0,0,0,1,0
408,Mount Sharp,Mount Sharp,Mount Sharp,0,0,0,1,0
408,Mount Sharp,Mount Sharp,Mount Sharp,0,0,0,1,0
408,Mount Sharp,Mount Sharp,Mount Sharp,0,0,0,1,0
408,Mount Sharp,Mount Sharp,Mount Sharp,0,0,0,1,0
408,Mount Sharp,Mount Sharp,Mount Sharp,0,0,0,1,0
408,Mount Sharp,Mount Sharp,Mount Sharp,0,0,0,1,0
408,Mount Sharp,Mount Sharp,Mount Sharp,0,0,0,1,0
408,Mount Sharp,Mount Sharp,Mount Sharp,0,0,0,1,0
416,Peleus,Peleus,Peleus,8145666.15,-273438.1034,-4500.230039,-4.613066196,137.4223149
416,Peleus_RMI,Peleus,Peleus_RMI,8145666.115,-273438.1124,-4500.215577,-4.613066347,137.4223143
421,Alsen,Alsen,Alsen,8145576.267,-273568.8789,-4497.881231,-4.615272458,137.4207985
421,Becraft,Becraft,Becraft,8145575.449,-273568.671,-4497.894028,-4.615268949,137.4207847
421,Dunn_Hill_2,Dunn_Hill,Dunn_Hill_2,8145562.212,-273556.7249,-4495.96364,-4.615067412,137.4205614
421,Helderberg,Helderberg,Helderberg,8145578.216,-273569.5823,-4498.074391,-4.615284325,137.4208314
421,Port_Ewen,Port_Ewen,Port_Ewen,8145575.802,-273568.2784,-4497.759823,-4.615262327,137.4207907
424,Otsego,Otsego,Otsego,8145551.134,-273630.2263,-4497.460137,-4.616307425,137.4203745
424,Seneca,Seneca,Seneca,8145550.847,-273630.7741,-4497.442141,-4.616316666,137.4203697
426,Manlius,Manlius,Manlius,8145535.447,-273712.8959,-4498.067811,-4.617702111,137.4201099
426,Solsville,Solsville,Solsville,8145536.758,-273717.2565,-4497.911762,-4.617775677,137.420132
429,Hamilton,Hamilton,Hamilton,8145493.224,-273732.5651,-4496.427291,-4.618033942,137.4193976
429,Mount_Marion,Mount_Marion,Mount_Marion,8145492.856,-273730.0998,-4496.522926,-4.617992352,137.4193913
432,Mount Sharp,Mount_Sharp,Mount_Sharp,8161397.259,-282794.0124,-773.471558,-4.770906039,137.6877082
432,N43111,N43111,N43111,8145471.711,-273769.5013,-4494.539483,-4.618657078,137.4190346
434,West_Falls,West_Falls,West_Falls,8145421.96,-273818.0613,-4493.634824,-4.619476315,137.4181953
435,Cherry_Valley,Cherry_Valley,Cherry_Valley,8145357.246,-273850.7593,-4492.098567,-4.62002795,137.4171035
435,Gilboa,Gilboa,Gilboa,8145317.803,-273939.1417,-4493.132983,-4.621519015,137.4164381
435,Laurens,Laurens,Laurens,8145354.525,-273847.9356,-4492.477202,-4.619980312,137.4170576
435,Millport,Millport,Millport,8145355.363,-273851.6996,-4492.124724,-4.620043814,137.4170718
438,Union_Springs,Union_Springs,Union_Springs,8145292.422,-273943.1311,-4491.986492,-4.621586318,137.4160099
439,Ithaca,Ithaca,Ithaca,8145248.282,-273966.42,-4494.268322,-4.621979217,137.4152652
440,Cobleskill,Cobleskill,Cobleskill,8145236.655,-273981.3989,-4494.52784,-4.62223192,137.4150691
440,Delaware_River,Delaware_River,Delaware_River,8145232.727,-273987.1623,-4494.136606,-4.622329152,137.4150028
441,Pine_Plains_ccam,Pine_Plains,Pine_Plains_ccam,8145232.268,-273989.4673,-4493.163138,-4.622368038,137.4149951
441,Rensselaer_CCAM,Rensselaer,Rensselaer_CCAM,8145232.157,-273989.7731,-4492.864696,-4.622373197,137.4149932
443,Deep_Kill_CCAM,Deep_Kill,Deep_Kill_CCAM,8145232.188,-273989.7661,-4492.906328,-4.622373079,137.4149937
453,Palisades,Palisades,Palisades,8145230.419,-273991.526,-4492.645326,-4.622402769,137.4149639
465,Greylock,Greylock,Greylock,8145074.839,-274038.6201,-4492.854815,-4.623197276,137.4123392
465,Tully,Tully,Tully,8145077.859,-274037.7947,-4492.865857,-4.623183351,137.4123901
467,Hematite_Ridge_1,Hematite_Ridge,Hematite_Ridge_1,0,0,0,1,0
467,Hematite_Ridge_1,Hematite_Ridge,Hematite_Ridge_1,0,0,0,1,0
467,Hematite_Ridge_1,Hematite_Ridge,Hematite_Ridge_1,0,0,0,1,0
467,Hematite_Ridge_1,Hematite_Ridge,Hematite_Ridge_1,0,0,0,1,0
467,Hematite_Ridge_1,Hematite_Ridge,Hematite_Ridge_1,0,0,0,1,0
467,Hematite_Ridge_1,Hematite_Ridge,Hematite_Ridge_1,0,0,0,1,0
467,Hematite_Ridge_1,Hematite_Ridge,Hematite_Ridge_1,0,0,0,1,0
467,Hematite_Ridge_1,Hematite_Ridge,Hematite_Ridge_1,0,0,0,1,0
467,Hematite_Ridge_1,Hematite_Ridge,Hematite_Ridge_1,0,0,0,1,0
467,Hematite_Ridge_1,Hematite_Ridge,Hematite_Ridge_1,0,0,0,1,0
467,Hematite_Ridge_1,Hematite_Ridge,Hematite_Ridge_1,0,0,0,1,0
467,Hematite_Ridge_1,Hematite_Ridge,Hematite_Ridge_1,0,0,0,1,0
467,Hematite_Ridge_1,Hematite_Ridge,Hematite_Ridge_1,0,0,0,1,0
467,Hematite_Ridge_1,Hematite_Ridge,Hematite_Ridge_1,0,0,0,1,0
467,Hematite_Ridge_1,Hematite_Ridge,Hematite_Ridge_1,0,0,0,1,0
467,Hematite_Ridge_1,Hematite_Ridge,Hematite_Ridge_1,0,0,0,1,0
467,Hematite_Ridge_1,Hematite_Ridge,Hematite_Ridge_1,0,0,0,1,0
467,Hematite_Ridge_1,Hematite_Ridge,Hematite_Ridge_1,0,0,0,1,0
467,Hematite_Ridge_1,Hematite_Ridge,Hematite_Ridge_1,0,0,0,1,0
467,Hematite_Ridge_1,Hematite_Ridge,Hematite_Ridge_1,0,0,0,1,0
467,Hematite_Ridge_2,Hematite_Ridge,Hematite_Ridge_2,0,0,0,1,0
467,Hematite_Ridge_2,Hematite_Ridge,Hematite_Ridge_2,0,0,0,1,0
467,Hematite_Ridge_2,Hematite_Ridge,Hematite_Ridge_2,0,0,0,1,0
467,Hematite_Ridge_2,Hematite_Ridge,Hematite_Ridge_2,0,0,0,1,0
467,Hematite_Ridge_2,Hematite_Ridge,Hematite_Ridge_2,0,0,0,1,0
467,Hematite_Ridge_2,Hematite_Ridge,Hematite_Ridge_2,0,0,0,1,0
467,Hematite_Ridge_2,Hematite_Ridge,Hematite_Ridge_2,0,0,0,1,0
467,Hematite_Ridge_2,Hematite_Ridge,Hematite_Ridge_2,0,0,0,1,0
467,Hematite_Ridge_2,Hematite_Ridge,Hematite_Ridge_2,0,0,0,1,0
467,Hematite_Ridge_2,Hematite_Ridge,Hematite_Ridge_2,0,0,0,1,0
467,Hematite_Ridge_2,Hematite_Ridge,Hematite_Ridge_2,0,0,0,1,0
467,Hematite_Ridge_2,Hematite_Ridge,Hematite_Ridge_2,0,0,0,1,0
467,Hematite_Ridge_2,Hematite_Ridge,Hematite_Ridge_2,0,0,0,1,0
467,Hematite_Ridge_2,Hematite_Ridge,Hematite_Ridge_2,0,0,0,1,0
467,Hematite_Ridge_2,Hematite_Ridge,Hematite_Ridge_2,0,0,0,1,0
467,Hematite_Ridge_2,Hematite_Ridge,Hematite_Ridge_2,0,0,0,1,0
467,Hematite_Ridge_2,Hematite_Ridge,Hematite_Ridge_2,0,0,0,1,0
467,Hematite_Ridge_2,Hematite_Ridge,Hematite_Ridge_2,0,0,0,1,0
467,Hematite_Ridge_2,Hematite_Ridge,Hematite_Ridge_2,0,0,0,1,0
467,Hematite_Ridge_2,Hematite_Ridge,Hematite_Ridge_2,0,0,0,1,0
469,Rock_Stream,Rock_Stream,Rock_Stream,8145045.677,-274058.3906,-4492.297009,-4.623530816,137.4118472
469,Skunnemunk,Skunnemunk,Skunnemunk,8145043.018,-274056.6345,-4492.409756,-4.623501189,137.4118023
474,Kalkberg,Kalkberg,Kalkberg,8144966.856,-274137.5784,-4490.013448,-4.624866762,137.4105174
474,New_Scotland,New_Scotland,New_Scotland,8144966.469,-274139.5559,-4489.679322,-4.624900123,137.4105109
475,Hematite_Ridge_3,Hematite_Ridge,Hematite_Ridge_3,0,0,0,1,0
475,Hematite_Ridge_3,Hematite_Ridge,Hematite_Ridge_3,0,0,0,1,0
475,Hematite_Ridge_3,Hematite_Ridge,Hematite_Ridge_3,0,0,0,1,0
475,Hematite_Ridge_3,Hematite_Ridge,Hematite_Ridge_3,0,0,0,1,0
475,Hematite_Ridge_3,Hematite_Ridge,Hematite_Ridge_3,0,0,0,1,0
475,Hematite_Ridge_3,Hematite_Ridge,Hematite_Ridge_3,0,0,0,1,0
475,Hematite_Ridge_3,Hematite_Ridge,Hematite_Ridge_3,0,0,0,1,0
475,Hematite_Ridge_3,Hematite_Ridge,Hematite_Ridge_3,0,0,0,1,0
475,Hematite_Ridge_3,Hematite_Ridge,Hematite_Ridge_3,0,0,0,1,0
475,Hematite_Ridge_3,Hematite_Ridge,Hematite_Ridge_3,0,0,0,1,0
475,Hematite_Ridge_3,Hematite_Ridge,Hematite_Ridge_3,0,0,0,1,0
475,Hematite_Ridge_3,Hematite_Ridge,Hematite_Ridge_3,0,0,0,1,0
475,Hematite_Ridge_3,Hematite_Ridge,Hematite_Ridge_3,0,0,0,1,0
475,Hematite_Ridge_3,Hematite_Ridge,Hematite_Ridge_3,0,0,0,1,0
475,Hematite_Ridge_3,Hematite_Ridge,Hematite_Ridge_3,0,0,0,1,0
475,Hematite_Ridge_3,Hematite_Ridge,Hematite_Ridge_3,0,0,0,1,0
475,Hematite_Ridge_3,Hematite_Ridge,Hematite_Ridge_3,0,0,0,1,0
475,Hematite_Ridge_3,Hematite_Ridge,Hematite_Ridge_3,0,0,0,1,0
475,Hematite_Ridge_3,Hematite_Ridge,Hematite_Ridge_3,0,0,0,1,0
475,Hematite_Ridge_3,Hematite_Ridge,Hematite_Ridge_3,0,0,0,1,0
475,Hematite_Ridge_4,Hematite_Ridge,Hematite_Ridge_4,0,0,0,1,0
475,Hematite_Ridge_4,Hematite_Ridge,Hematite_Ridge_4,0,0,0,1,0
475,Hematite_Ridge_4,Hematite_Ridge,Hematite_Ridge_4,0,0,0,1,0
475,Hematite_Ridge_4,Hematite_Ridge,Hematite_Ridge_4,0,0,0,1,0
475,Hematite_Ridge_4,Hematite_Ridge,Hematite_Ridge_4,0,0,0,1,0
475,Hematite_Ridge_4,Hematite_Ridge,Hematite_Ridge_4,0,0,0,1,0
475,Hematite_Ridge_4,Hematite_Ridge,Hematite_Ridge_4,0,0,0,1,0
475,Hematite_Ridge_4,Hematite_Ridge,Hematite_Ridge_4,0,0,0,1,0
475,Hematite_Ridge_4,Hematite_Ridge,Hematite_Ridge_4,0,0,0,1,0
475,Hematite_Ridge_4,Hematite_Ridge,Hematite_Ridge_4,0,0,0,1,0
475,Hematite_Ridge_4,Hematite_Ridge,Hematite_Ridge_4,0,0,0,1,0
475,Hematite_Ridge_4,Hematite_Ridge,Hematite_Ridge_4,0,0,0,1,0
475,Hematite_Ridge_4,Hematite_Ridge,Hematite_Ridge_4,0,0,0,1,0
475,Hematite_Ridge_4,Hematite_Ridge,Hematite_Ridge_4,0,0,0,1,0
475,Hematite_Ridge_4,Hematite_Ridge,Hematite_Ridge_4,0,0,0,1,0
475,Hematite_Ridge_4,Hematite_Ridge,Hematite_Ridge_4,0,0,0,1,0
475,Hematite_Ridge_4,Hematite_Ridge,Hematite_Ridge_4,0,0,0,1,0
475,Hematite_Ridge_4,Hematite_Ridge,Hematite_Ridge_4,0,0,0,1,0
475,Hematite_Ridge_4,Hematite_Ridge,Hematite_Ridge_4,0,0,0,1,0
475,Hematite_Ridge_4,Hematite_Ridge,Hematite_Ridge_4,0,0,0,1,0
478,Cortlandt,Cortlandt,Cortlandt,8144959.447,-274145.3806,-4489.740648,-4.62499839,137.4103924
478,Poughquag,Poughquag,Poughquag,8144961.693,-274145.2476,-4489.624098,-4.624996145,137.4104303
478,Stockbridge,Stockbridge,Stockbridge,8144953.459,-274144.2167,-4490.721155,-4.624978755,137.4102914
486,Cortlandt,Cortlandt,Cortlandt,8144959.447,-274145.3806,-4489.740648,-4.62499839,137.4103924
486,Stockbridge,Stockbridge,Stockbridge,8144953.459,-274144.2167,-4490.721155,-4.624978755,137.4102914
488,Dump_Pile,Cumberland,MVK_sol00488_CCAM,8144961.833,-274145.3194,-4489.784301,-4.624997357,137.4104327
488,Stockbridge,Stockbridge,Stockbridge,8144953.459,-274144.2167,-4490.721155,-4.624978755,137.4102914
489,Bedford,Bedford,Bedford,8144958.054,-274145.7694,-4489.753423,-4.625004948,137.4103689
489,Cortlandt,Cortlandt,Cortlandt,8144959.447,-274145.3806,-4489.740648,-4.62499839,137.4103924
489,pt01,pt01,pt01,0,0,0,1,0
489,pt07,pt07,pt07,0,0,0,1,0
492,Bedford_2,Bedford,Bedford_2,8144958.228,-274145.7909,-4489.687086,-4.625005312,137.4103719
492,Hematite_Ridge_5,Hematite_Ridge,Hematite_Ridge_5,0,0,0,1,0
492,Hematite_Ridge_5,Hematite_Ridge,Hematite_Ridge_5,0,0,0,1,0
492,Hematite_Ridge_5,Hematite_Ridge,Hematite_Ridge_5,0,0,0,1,0
492,Hematite_Ridge_5,Hematite_Ridge,Hematite_Ridge_5,0,0,0,1,0
492,Hematite_Ridge_5,Hematite_Ridge,Hematite_Ridge_5,0,0,0,1,0
492,Hematite_Ridge_5,Hematite_Ridge,Hematite_Ridge_5,0,0,0,1,0
492,Hematite_Ridge_5,Hematite_Ridge,Hematite_Ridge_5,0,0,0,1,0
492,Hematite_Ridge_5,Hematite_Ridge,Hematite_Ridge_5,0,0,0,1,0
492,Hematite_Ridge_5,Hematite_Ridge,Hematite_Ridge_5,0,0,0,1,0
492,Hematite_Ridge_5,Hematite_Ridge,Hematite_Ridge_5,0,0,0,1,0
492,Hematite_Ridge_5,Hematite_Ridge,Hematite_Ridge_5,0,0,0,1,0
492,Hematite_Ridge_5,Hematite_Ridge,Hematite_Ridge_5,0,0,0,1,0
492,Hematite_Ridge_5,Hematite_Ridge,Hematite_Ridge_5,0,0,0,1,0
492,Hematite_Ridge_5,Hematite_Ridge,Hematite_Ridge_5,0,0,0,1,0
492,Hematite_Ridge_5,Hematite_Ridge,Hematite_Ridge_5,0,0,0,1,0
492,Hematite_Ridge_5,Hematite_Ridge,Hematite_Ridge_5,0,0,0,1,0
492,Hematite_Ridge_5,Hematite_Ridge,Hematite_Ridge_5,0,0,0,1,0
492,Hematite_Ridge_5,Hematite_Ridge,Hematite_Ridge_5,0,0,0,1,0
492,Hematite_Ridge_5,Hematite_Ridge,Hematite_Ridge_5,0,0,0,1,0
492,Hematite_Ridge_5,Hematite_Ridge,Hematite_Ridge_5,0,0,0,1,0
492,Hematite_Ridge_6,Hematite_Ridge,Hematite_Ridge_6,0,0,0,1,0
492,Hematite_Ridge_6,Hematite_Ridge,Hematite_Ridge_6,0,0,0,1,0
492,Hematite_Ridge_6,Hematite_Ridge,Hematite_Ridge_6,0,0,0,1,0
492,Hematite_Ridge_6,Hematite_Ridge,Hematite_Ridge_6,0,0,0,1,0
492,Hematite_Ridge_6,Hematite_Ridge,Hematite_Ridge_6,0,0,0,1,0
492,Hematite_Ridge_6,Hematite_Ridge,Hematite_Ridge_6,0,0,0,1,0
492,Hematite_Ridge_6,Hematite_Ridge,Hematite_Ridge_6,0,0,0,1,0
492,Hematite_Ridge_6,Hematite_Ridge,Hematite_Ridge_6,0,0,0,1,0
492,Hematite_Ridge_6,Hematite_Ridge,Hematite_Ridge_6,0,0,0,1,0
492,Hematite_Ridge_6,Hematite_Ridge,Hematite_Ridge_6,0,0,0,1,0
492,Hematite_Ridge_6,Hematite_Ridge,Hematite_Ridge_6,0,0,0,1,0
492,Hematite_Ridge_6,Hematite_Ridge,Hematite_Ridge_6,0,0,0,1,0
492,Hematite_Ridge_6,Hematite_Ridge,Hematite_Ridge_6,0,0,0,1,0
492,Hematite_Ridge_6,Hematite_Ridge,Hematite_Ridge_6,0,0,0,1,0
492,Hematite_Ridge_6,Hematite_Ridge,Hematite_Ridge_6,0,0,0,1,0
492,Hematite_Ridge_6,Hematite_Ridge,Hematite_Ridge_6,0,0,0,1,0
492,Hematite_Ridge_6,Hematite_Ridge,Hematite_Ridge_6,0,0,0,1,0
492,Hematite_Ridge_6,Hematite_Ridge,Hematite_Ridge_6,0,0,0,1,0
492,Hematite_Ridge_6,Hematite_Ridge,Hematite_Ridge_6,0,0,0,1,0
492,Hematite_Ridge_6,Hematite_Ridge,Hematite_Ridge_6,0,0,0,1,0
493,Nassau,Nassau,Nassau,8144958.143,-274145.4178,-4489.799298,-4.624999018,137.4103704
493,Rochester,Rochester,Rochester,8144959.573,-274144.9182,-4489.777403,-4.624990589,137.4103945
493,Staten_Island,Staten_Island,Staten_Island,8144960.12,-274144.4322,-4489.77283,-4.62498239,137.4104038
502,Morehouse,Morehouse,Morehouse,8144952.201,-274162.7456,-4488.41459,-4.625291348,137.4102702
502,Nedrow,Nedrow,Nedrow,8144951.91,-274162.5998,-4488.502682,-4.625288889,137.4102653
502,Onandaga,Onandaga,Onandaga,8144951.405,-274162.4108,-4488.448418,-4.625285699,137.4102567
502,Ulster,Ulster,Ulster,8144949.661,-274159.5894,-4488.84209,-4.625238101,137.4102273
503,Ashokan,Ashokan,Ashokan,8144951.538,-274163.3415,-4488.498842,-4.625301401,137.410259
503,Schoharie,Schoharie,Schoharie,8144952.069,-274163.4962,-4488.331066,-4.625304012,137.410268
505,LM1,LM1,LM1,8144967.183,-274162.3496,-4486.817284,-4.625284668,137.4105229
505,RMI_1,RMI_1,RMI_1,8144967.045,-274163.3212,-4486.75404,-4.625301058,137.4105206
507,Dunes,Dunes,Dunes,8144945.326,-274165.1609,-4487.626665,-4.625332096,137.4101542
509,Balmville,Balmville,Balmville,8144828.257,-274192.0911,-4488.900041,-4.625786424,137.4081792
509,Dune_506,Dunes,Dune_506,0,0,0,1,0
509,Dune_506,Dunes,Dune_506,0,0,0,1,0
509,Dune_506,Dunes,Dune_506,0,0,0,1,0
509,Dune_506,Dunes,Dune_506,0,0,0,1,0
509,Dune_Fields,Dunes,Dune_Fields,0,0,0,1,0
512,Clinton,Clinton,Clinton,8144909.517,-274214.1471,-4487.745775,-4.626158522,137.4095501
512,Kodak,Kodak,Kodak,8144910.508,-274214.0519,-4487.723016,-4.626156917,137.4095668
514,Harrison,Harrison,Harrison,8144910.076,-274215.2127,-4487.715177,-4.6261765,137.4095595
514,Sparkle,Sparkle,Sparkle,8144910.955,-274216.7254,-4487.548382,-4.62620202,137.4095743
516,Oscar,Oscar,Oscar,8144889.618,-274238.2427,-4486.455425,-4.626565029,137.4092144
517,Black_Rock,Black_Rock,Black_Rock,8144890.557,-274239.7389,-4486.197899,-4.626590271,137.4092302
517,Dunes_Sol516,Dunes,dunes_sol517,8144887.981,-274251.5597,-4484.248536,-4.626789696,137.4091867
520,Doran,Doran,Doran,8144845.995,-274236.0784,-4489.865044,-4.626528517,137.4084784
520,Togo,Togo,Togo,8144848.897,-274236.3327,-4489.479085,-4.626532806,137.4085274
522,Dougalls,Dougalls,Dougalls,8144832.105,-274266.629,-4489.158187,-4.627043924,137.4082441
523,Airfield,Airfield,Airfield,8144835.395,-274268.0725,-4489.046929,-4.627068277,137.4082996
523,Dougalls,Dougalls,Dougalls,8144832.105,-274266.629,-4489.158187,-4.627043924,137.4082441
523,King_CCAM,King,King_CCAM,8144835.047,-274267.1012,-4489.186776,-4.62705189,137.4082937
527,Swift,Swift,Swift,8144772.983,-274233.01,-4487.288695,-4.626476751,137.4072467
528,Dingo_Gap_Dune_RMI,Dingo_Gap,DingoGap_Dune_RMI,8144773.502,-274236.6081,-4487.241169,-4.626537453,137.4072554
529,Anderson,Anderson,Anderson,8144771.631,-274238.1589,-4488.8985,-4.626563616,137.4072238
529,Bastion,Bastion,Bastion,8144772.7,-274235.9125,-4486.600152,-4.626525717,137.4072419
529,Blackstone,Blackstone,Blackstone,8144773.303,-274235.6216,-4486.611151,-4.62652081,137.4072521
530,Little_Gold,Little_Gold,Little_Gold,8144769.766,-274237.0956,-4485.959531,-4.626545677,137.4071924
530,Mell,Mell,Mell,8144768.827,-274243.5585,-4485.362696,-4.62665471,137.4071765
530,Tappers_CCAM,Tappers,Tappers_CCAM,8144773.347,-274241.428,-4486.532465,-4.626618768,137.4072528
537,Cascade_Bay_Nighttime,Cascade_Bay,Cascade_Bay,8144760.863,-274235.9698,-4488.5765,-4.626526684,137.4070422
537,N53556 (Cascade_Bay),Cascade_Bay,Cascade_Bay,8144760.863,-274235.9698,-4488.5765,-4.626526684,137.4070422
544,Bindi,Bindi,Bindi,8144634.937,-274259.982,-4486.972207,-4.626931785,137.4049177
544,Nita,Nita,Nita,8144635.652,-274259.4973,-4486.960349,-4.626923608,137.4049298
544,Sandy Dam,Sandy Dam,Sandy Dam,8144632.726,-274258.4338,-4487.144614,-4.626905665,137.4048804
544,Sandy_Dam_night,Sandy Dam,Sandy_Dam_night,8144632.727,-274258.4354,-4487.136155,-4.626905693,137.4048804
545,Sandy_Dam_Night,Sandy Dam,Sandy_Dam_Night,8144632.727,-274258.4354,-4487.136155,-4.626905693,137.4048804
550,Dunefield_Sol550,Dunes,Dunefield_Sol550,8144436.152,-274391.812,-4484.741361,-4.629155837,137.4015641
550,JumJum_CCAM,JumJum,JumJum_CCAM,8144437.379,-274378.6584,-4486.919827,-4.628933927,137.4015848
553,Angelo,Angelo,Angelo,8144366.413,-274426.6093,-4487.485945,-4.629742889,137.4003876
554,Corkwood,Corkwood,Corkwood,8144387.584,-274479.2295,-4487.855783,-4.630630623,137.4007447
558,Johnny_Cake,Johnny_Cake,Johnny_Cake,8144363.203,-274525.7764,-4484.757543,-4.631415897,137.4003334
558,Mount_Amy,Mount_Amy,Mount_Amy,8144359.892,-274527.0489,-4484.538617,-4.631437365,137.4002776
562,Dunefield_Sol562,Dunes,Dunefield_Sol562_5frames,8144336.036,-274589.5513,-4478.690283,-4.632491818,137.3998751
567,Pillara,Pillara,Pillara,8144291.132,-274641.8807,-4480.756926,-4.633374647,137.3991175
567,Ranford,Ranford,Ranford,8144292.086,-274640.7412,-4480.746281,-4.633355423,137.3991336
567,Yampi,Yampi,Yampi,8144292.78,-274639.7741,-4480.884353,-4.633339108,137.3991453
574,King_Leopold,King_Leopold,King_Leopold,8144471.601,-274781.9911,-4478.503833,-4.635738395,137.4021622
574,Lennard,Lennard,Lennard,8144475.003,-274781.1381,-4478.164285,-4.635724003,137.4022196
576,Square_Top,Square_Top,Square Top,8144472.35,-274822.7582,-4478.327709,-4.63642616,137.4021748
579,Petaluma,Petaluma,Petaluma,8144473.119,-274822.8102,-4478.479351,-4.636427037,137.4021878
579,Square_Top_2,Square_Top,Square_Top_2,8144472.321,-274822.7581,-4478.339397,-4.636426157,137.4021743
579,Yulleroo,Yulleroo,Yulleroo,8144472.556,-274822.5683,-4478.584128,-4.636422956,137.4021783
581,Egan,Egan,Egan,8144471.138,-274823.2996,-4478.434528,-4.636435293,137.4021543
581,Elgee,Elgee,Elgee,8144471.647,-274822.9018,-4478.36195,-4.636428583,137.4021629
581,Elvire,Elvire,Elvire,8144472.351,-274822.6388,-4478.561958,-4.636424146,137.4021748
581,Erskine,Erskine,Erskine,8144469.646,-274823.3819,-4478.394255,-4.636436681,137.4021292
582,dune_mosaic_sol_582,Dunes,dune_mosaic_sol_582,8144474.982,-274833.3533,-4476.333503,-4.636604905,137.4022192
583,Hooper,Hooper,Hooper,8144470.738,-274822.0286,-4478.921662,-4.636413851,137.4021476
584,Frome_Rocks,Frome_Rocks,Frome_Rocks,8144471.665,-274822.9249,-4478.566795,-4.636428971,137.4021632
584,Mabel_Downs,Mabel_Downs,Mabel_Downs,8144471.141,-274822.6169,-4478.730171,-4.636423776,137.4021544
584,Roebuck,Roebuck,Roebuck,8144467.189,-274822.1483,-4479.246583,-4.63641587,137.4020877
585,Top_Square_Top,Square_Top,Top_Square_Top,8144472.077,-274823.2247,-4478.2529,-4.636434029,137.4021702
586,Eastman,Eastman,Eastman,8144471.343,-274823.2076,-4478.332407,-4.636433741,137.4021578
586,Esaw,Esaw,Esaw,8144471.143,-274823.2249,-4478.347547,-4.636434033,137.4021544
589,Chirup,Chirup,Chirup,8144506.781,-274853.3195,-4478.192278,-4.636941748,137.4027557
590,Cone_Hill,Cone_Hill,Cone Hill,8144446.318,-274936.6798,-4477.737313,-4.638348085,137.4017356
592,Butchers_Gulley_hor,Butchers_Gulley,Butchers_Gulley,8144516.075,-274881.1975,-4478.606352,-4.637412066,137.4029125
592,Butchers_Gulley_ver,Butchers_Gulley,Butchers_Gulley,8144516.075,-274881.1975,-4478.606352,-4.637412066,137.4029125
