SOL,TARGET_CCA,TARGET,TARGET_MSL,EASTING_M,NORTHING_M,ELEV_M,LATITUDE,LONGITUDE
151,Little_Dal,Little_Dal,Little_Dal,8147258.608,-272044.669,-4520.151003,-4.589558115,137.4491806
151,Quartet,Quartet,Quartet,8147260.706,-272046.0264,-4520.364214,-4.589581014,137.4492161
151,Redstone,Redstone,Redstone,8147259.405,-272044.146,-4520.305139,-4.589549292,137.4491941
152,Hay_Creek_ND,Hay_Creek,Hay_Creek_new,8147260.398,-272044.4344,-4520.527792,-4.589554156,137.4492108
152,Quartet_ND,Quartet,Quartet_new,8147260.673,-272046.0473,-4520.362655,-4.589581368,137.4492155
154,Selwyn,Selwyn,Selwyn,8147261.123,-272047.4565,-4520.111892,-4.589605141,137.4492231
155,John_Klein_CCAM_new,John_Klein,John_Klein_CCAM_new,8147256.042,-272042.2654,-4520.242355,-4.589517565,137.4491374
157,Kipalu,Kipalu,Kipalu__real,8147257.871,-272046.2984,-4519.763153,-4.589585603,137.4491682
157,Selwyn,Selwyn,Selwyn,8147261.123,-272047.4565,-4520.111892,-4.589605141,137.4492231
159,Selwyn,Selwyn,Selwyn,8147261.123,-272047.4565,-4520.111892,-4.589605141,137.4492231
159,Tindir_1,Tindir,Tindir_1,8147260.186,-272046.4723,-4520.006277,-4.589588538,137.4492073
160,Mavor,Mavor,Mavor_CCAM,8147259.982,-272045.9507,-4520.17239,-4.589579738,137.4492038
160,Nastapoka,Nastapoka,Nastapoka_CCAM,8147260.461,-272046.2112,-4520.245949,-4.589584132,137.4492119
162,Shezal,Shezal,Shezal,8147259.157,-272044.9621,-4520.158987,-4.58956306,137.4491899
164,Cape_Smith,Cape_Smith,Cape_Smith,8147257.346,-272042.1939,-4520.439687,-4.589516358,137.4491594
164,Kootenay,Kootenay,Kootenay,8147254.055,-272042.3561,-4520.190002,-4.589519094,137.4491038
165,John_Klein_RP2,John_Klein,John_Klein_RP1_ccam,8147256.67,-272042.4057,-4520.337945,-4.58951993,137.449148
165,John_Klein_RP3,John_Klein,John_Klein_RP3,8147255.783,-272042.0377,-4520.329357,-4.589513723,137.449133
165,Tukarak,Tukarak,Tukarak,8147255.26,-272041.3711,-4520.327202,-4.589502477,137.4491242
166,DT_RP5_STG,DT_RP5_STG,DT_RP5_STG,8147256.25,-272042.5199,-4520.293221,-4.589521859,137.4491409
166,DT_RP6,DT_RP6,DT_RP6,8147256.501,-272042.6195,-4520.316183,-4.589523537,137.4491451
169,Lucas_Creek,Lucas_Creek,Lucas_Creek_CCAM,8147254.274,-272043.8248,-4519.989573,-4.589543872,137.4491075
169,Sutton_Inlier,Sutton_Inlier,Sutton_Inlier_CCAM,8147253.616,-272039.8001,-4520.302836,-4.589475973,137.4490964
172,Bonnet_Plume_Distance,Bonnet_Plume,Bonnet_Plume_Sol166,8147259.725,-272044.8306,-4520.349944,-4.589560841,137.4491995
172,Thundercloud,Thundercloud,Thundercloud_CCAM_5x1,8147256.439,-272042.5782,-4520.359593,-4.589522841,137.4491441
172,Wernecke_1,Wernecke,Wernecke_1,8147256.445,-272042.4166,-4520.361747,-4.589520116,137.4491442
174,Sutton_Inlier_2,Sutton_Inlier,Sutton_Inlier_2,8147253.607,-272039.8255,-4520.299021,-4.589476401,137.4490963
176,Gog,Gog,Gog,8147255.989,-272042.8676,-4520.299415,-4.589527723,137.4491365
176,Nanok,Nanok,Nanok,8147253.614,-272039.7301,-4520.27996,-4.589474793,137.4490964
181,Jolliffe,Jolliffe,Jolliffe,8147253.459,-272044.1636,-4520.010947,-4.589549589,137.4490938
181,McGrath,McGrath,McGrath,8147256.056,-272042.3199,-4520.351832,-4.589518484,137.4491376
181,Nanok,Nanok,Nanok,8147253.614,-272039.7301,-4520.27996,-4.589474793,137.4490964
181,Wernecke_1,Wernecke,Wernecke_1,8147256.445,-272042.4166,-4520.361747,-4.589520116,137.4491442
183,Amer,Amer,Amer,8147253.838,-272041.3654,-4520.289884,-4.58950238,137.4491002
183,Bylot,Bylot,Bylot,8147255.595,-272042.5705,-4520.302265,-4.589522711,137.4491298
183,Drilltailings,John_Klein,Drilltailings_CCAM,8147256.182,-272042.6276,-4520.32095,-4.589523675,137.4491397
183,Kazan,Kazan,Kazan,8147253.741,-272042.2009,-4520.22128,-4.589516477,137.4490985
183,Pitz,Pitz,Pitz,8147255.535,-272042.5399,-4520.298334,-4.589522195,137.4491288
183,Rae,Rae,Rae,8147255.631,-272042.5217,-4520.306647,-4.589521889,137.4491304
183,Wernecke_1,Wernecke,Wernecke_1,8147256.445,-272042.4166,-4520.361747,-4.589520116,137.4491442
184,Byng,Byng,Byng,8147255.961,-272042.9223,-4520.288941,-4.589528646,137.449136
184,Cumberland,Cumberland,Cumberland,8147253.614,-272042.1004,-4520.224351,-4.58951478,137.4490964
184,Fury,Fury,Fury,8147255.795,-272042.4664,-4520.319803,-4.589520955,137.4491332
184,Nanok2,Nanok,Nanok,8147253.614,-272039.7301,-4520.27996,-4.589474793,137.4490964
184,Seward,Seward,Seward,8147253.798,-272041.3309,-4520.287285,-4.589501798,137.4490995
184,Wabush,Wabush,Wabush,8147255.735,-272042.5833,-4520.318614,-4.589522927,137.4491322
185,McGrath,McGrath,McGrath,8147256.056,-272042.3199,-4520.351832,-4.589518484,137.4491376
186,Doublet,Doublet,Doublet,8147255.914,-272044.3215,-4519.99993,-4.589552253,137.4491352
186,Mugford,Mugford,Mugford,8147255.945,-272044.2383,-4520.051002,-4.589550848,137.4491357
187,Cumberland,Cumberland,Cumberland,8147253.614,-272042.1004,-4520.224351,-4.58951478,137.4490964
187,seward_1,Seward,seward_1,8147253.828,-272041.2959,-4520.296513,-4.589501208,137.4491
188,Byng,Byng,Byng,8147255.961,-272042.9223,-4520.288941,-4.589528646,137.449136
188,Fury,Fury,Fury,8147255.795,-272042.4664,-4520.319803,-4.589520955,137.4491332
188,Kazan,Kazan,Kazan,8147253.741,-272042.2009,-4520.22128,-4.589516477,137.4490985
188,Swampy_bay,Swampy_Bay,Swampy_bay,8147255.495,-272045.3509,-4519.94611,-4.589569618,137.4491281
189,Iqqittuq,Iqqittuq,Iqqittuq,8147255.742,-272042.7869,-4520.293938,-4.589526362,137.4491323
189,McGrath,McGrath,McGrath,8147256.056,-272042.3199,-4520.351832,-4.589518484,137.4491376
189,Rae,Rae,Rae,8147255.631,-272042.5217,-4520.306647,-4.589521889,137.4491304
189,Shabogamo,Shabogamo,Shabogamo_ccam,8147255.796,-272042.9215,-4520.280678,-4.589528632,137.4491332
192,Bylot,Bylot,Bylot,8147255.595,-272042.5705,-4520.302265,-4.589522711,137.4491298
192,Rae,Rae,Rae,8147255.631,-272042.5217,-4520.306647,-4.589521889,137.4491304
193,Adams_Sound,Adams_Sound,Adams_Sound,8147256.359,-272044.0331,-4520.118926,-4.589547386,137.4491427
193,McGrath,McGrath,McGrath,8147256.056,-272042.3199,-4520.351832,-4.589518484,137.4491376
194,Richmond_Gulf,Richmond_Gulf,Richmond_Gulf,8147253.651,-272040.0943,-4520.348837,-4.589480937,137.449097
195,Drilltailings_2,John_Klein,Drilltailings_CCAM,8147256.182,-272042.6276,-4520.32095,-4.589523675,137.4491397
195,Thelon,Thelon,Thelon_CCAM,8147252.824,-272041.6392,-4520.215584,-4.589507,137.4490831
226,Carol,Carol,Carol,8147253.733,-272043.0083,-4520.138319,-4.589530098,137.4490984
226,McGrath_4,McGrath,McGrath,8147256.056,-272042.3199,-4520.351832,-4.589518484,137.4491376
226,Ruth,Ruth,Ruth,8147253.277,-272042.1004,-4520.18256,-4.58951478,137.4490907
227,Drill_Tailings,John_Klein,Drillhole_CCAM,8147256.218,-272042.6004,-4520.350802,-4.589523215,137.4491403
227,Drillhole_CCAM,John_Klein,Drillhole_CCAM,8147256.218,-272042.6004,-4520.350802,-4.589523215,137.4491403
232,Ruth,Ruth,Ruth,8147253.277,-272042.1004,-4520.18256,-4.58951478,137.4490907
234,DumpPile,John_Klein,Post_Sieve_Dump_Pile,8147256.203,-272042.6374,-4520.345207,-4.589523839,137.4491401
234,McGrath_5,McGrath,McGrath,8147256.056,-272042.3199,-4520.351832,-4.589518484,137.4491376
269,N1800,N1800,N1800,0,0,0,1,0
269,RMI01,RMI01,RMI01,8147254.199,-272043.5384,-4520.117673,-4.58953904,137.4491063
269,RMI02,RMI02,RMI02,8147252.798,-272040.6405,-4520.233563,-4.589490151,137.4490826
269,RMI04,RMI04,RMI04,8147256.372,-272043.8707,-4520.1205,-4.589544646,137.4491429
269,RMI05,RMI05,RMI05,8147253.543,-272041.8767,-4520.242018,-4.589511007,137.4490952
269,RMI06,RMI06,RMI06,8147252.73,-272042.2248,-4520.150952,-4.58951688,137.4490815
269,RMI07,RMI07,RMI07,8147251.906,-272042.868,-4519.86171,-4.589527731,137.4490676
271,Narrows3_CCAM_Target,Narrows,Narrows3_CCAM_Target,8147253.115,-272041.6572,-4520.258637,-4.589507303,137.449088
271,Sutton_Inlier_3,Sutton_Inlier,Sutton_Inlier_3,8147253.548,-272039.87,-4520.287422,-4.589477152,137.4490953
274,Cumberland_CCAM,Cumberland,Cumberland_CCAM,8147253.629,-272042.0969,-4520.199131,-4.589514721,137.4490967
274,Kazan_CCAM,Kazan,Kazan_CCAM,8147253.709,-272042.1367,-4520.205187,-4.589515393,137.449098
275,Cumberland_Bowl,Cumberland,Cumberland_Bowl,8147253.541,-272042.0481,-4520.236484,-4.589513898,137.4490952
275,Cumberland3,Cumberland,Cumberland3,8147253.511,-272042.0153,-4520.233833,-4.589513345,137.4490947
277,CumberlandNew_RP,Cumberland,CumberlandNew_RP,8147253.186,-272042.1603,-4520.232004,-4.589515791,137.4490892
281,CumberlandA_LL,Cumberland,CumberlandA_LL,8147253.409,-272042.041,-4520.216141,-4.589513779,137.4490929
281,CumberlandNew_RP,Cumberland,CumberlandNew_RP,8147253.186,-272042.1603,-4520.232004,-4.589515791,137.4490892
283,East_River,East_River,East_River,8147252.78,-272045.5188,-4519.860583,-4.589572451,137.4490823
283,Long_Island,Long_Island,Long_Island,8147251.754,-272046.2623,-4519.527599,-4.589584994,137.449065
283,Sulky_CCAM,Sulky,Sulky_CCAM,8147251.869,-272042.4698,-4519.937415,-4.589521013,137.449067
285,Cumberland_Hole,,Cumberland_DT,8147253.457,-272042.0858,-4520.213466,-4.589514534,137.4490937
285,Cumberland_Hole,Cumberland,Cumberland_DT,8147253.457,-272042.0858,-4520.213466,-4.589514534,137.4490937
285,Ferriman,Ferriman,Ferriman,8147254.401,-272031.0174,-4519.763523,-4.589327804,137.4491097
285,Green_Head,Green_Head,Green_Head,8147160.597,-272111.511,-4512.744419,-4.590685779,137.4475272
285,Karrat,Karrat,Karrat,8147254.831,-272028.9986,-4519.686867,-4.589293746,137.4491169
285,Lady_Nye,Lady_Nye,Lady_Nye,8147252.386,-272041.3525,-4520.19974,-4.589502164,137.4490757
288,Lady_Nye_2,Lady_Nye,Lady_Nye_2,8147252.381,-272041.3425,-4520.201551,-4.589501995,137.4490756
288,Lady_Nye_3,Lady_Nye,Lady_Nye_3,8147252.387,-272041.3608,-4520.199636,-4.589502303,137.4490757
289,CumberlandNew_RP_LL,Cumberland,CumberlandNew_RP,8147253.186,-272042.1603,-4520.232004,-4.589515791,137.4490892
289,Miette,Miette,Miette,8147252.975,-272041.5683,-4520.229381,-4.589505804,137.4490856
290,CumberlandNew_RP_LL,Cumberland,CumberlandNew_RP,8147253.186,-272042.1603,-4520.232004,-4.589515791,137.4490892
290,Lady_Nye_4,Lady_Nye,Lady_Nye_4,8147252.385,-272041.3303,-4520.203424,-4.589501789,137.4490757
293,Cumberland_DRT_RP,Cumberland,Cumberland_DRT_RP,8147253.755,-272041.993,-4520.297055,-4.589512969,137.4490988
293,Duluth,Duluth,Duluth,8147252.551,-272042.1288,-4519.4652,-4.58951526,137.4490785
294,Christopher_Island,Christopher_Island,Christopher_Island,8147252.307,-272041.8729,-4519.4896,-4.589510943,137.4490744
294,Cumberland3_ccam,Cumberland,Cumberland3_ccam,8147253.501,-272042.0166,-4520.238808,-4.589513366,137.4490945
294,Sibley,Sibley,Sibley,8147252.631,-272042.0291,-4519.4877,-4.589513578,137.4490798
298,Cape_Strawberry,Cape_Strawberry,Cape_Strawberry,8147262.016,-272046.9619,-4519.8608,-4.589596797,137.4492381
298,Mesabi,Mesabi,Mesabi,8147262.233,-272044.4002,-4519.9633,-4.58955358,137.4492418
302,Athole_Point,Athole_Point,Athole_Point,8147243.671,-272059.9158,-4518.973145,-4.589815337,137.4489287
302,Knob_Lake,Knob_Lake,Knob_Lake,8147243.528,-272059.9605,-4518.973145,-4.589816091,137.4489262
303,Balboa (Dismal_Lakes),Balboa,Balboa,8147244.33,-272059.6027,-4518.312458,-4.589810054,137.4489398
304,Le_Moyne,Le_Moyne,Le_Moyne,8147242.152,-272059.8162,-4518.401091,-4.589813656,137.448903
304,LeRoux,LeRoux,LeRoux,8147241.479,-272058.7336,-4518.621124,-4.589795392,137.4488917
306,Balboa_2,Balboa,Balboa_2,8147244.328,-272059.6017,-4518.312276,-4.589810039,137.4489397
306,Croteau,Croteau,Croteau,8147244.319,-272059.5026,-4518.522843,-4.589808366,137.4489396
306,Measles_Point,Measles_Point,Measles_Point,8147244.195,-272059.6185,-4518.221741,-4.589810322,137.4489375
306,Nancroix,Nancroix,Nancroix,8147243.906,-272059.4095,-4518.318129,-4.589806795,137.4489326
309,Ramah,Ramah,Ramah,8147247.306,-272095.2388,-4517.851682,-4.590411257,137.44899
309,Rove,Rove,Rove,8147247.299,-272095.2163,-4517.929485,-4.590410878,137.4489899
311,Michigamme,Michigamme,Michigamme,8147245.396,-272093.0894,-4518.226779,-4.590374996,137.4489578
311,Piling,Piling,Piling,8147245.503,-272091.8804,-4518.184031,-4.5903546,137.4489596
311,Society_Cliffs,Society_Cliffs,Society_Cliffs,8147242.961,-272107.1775,-4517.39681,-4.590612671,137.4489167
311,Wakham_Bay,Wakham_Bay,Wakham_Bay,8147244.212,-272093.9948,-4518.234816,-4.590390271,137.4489378
312,Castle_Mountain,Castle_Mountain,Castle_Mountain,8147259.421,-272103.1079,-4515.321907,-4.590544014,137.4491944
312,Mount_Eduni,Mount_Eduni,Mount_Eduni,8147245.557,-272094.7063,-4518.263885,-4.590402275,137.4489605
312,Wishart,Wishart,Wishart,8147243.516,-272095.1019,-4518.192826,-4.590408948,137.448926
315,Chioak,Chioak,Chioak,8147245.902,-272102.1342,-4518.04618,-4.590527587,137.4489663
315,Gogebic,Gogebic,Gogebic,8147243.274,-272101.6657,-4518.102611,-4.590519683,137.448922
315,Saglek,Saglek,Saglek,8147243.07,-272100.5882,-4518.169793,-4.590501505,137.4489185
316,Mary_River,Mary_River,Mary_River,8147246.725,-272103.474,-4517.838766,-4.59055019,137.4489802
316,Reddick_Bight,Reddick_Bight,Reddick_Bight,8147242.042,-272100.6115,-4518.205601,-4.590501897,137.4489012
316,Rusty_Shale,Rusty_Shale,Rusty_Shale,8147243.399,-272103.2301,-4517.995339,-4.590546076,137.4489241
316,Sokoman,Sokoman,Sokoman,8147248.385,-272115.4653,-4517.476025,-4.59075249,137.4490082
316,Young_Point,Young_Point,Young_Point,8147245.918,-272097.3338,-4517.985518,-4.590446601,137.4489666
317,Denault,Denault,Denault_CCAM,8147242.221,-272099.7013,-4518.386057,-4.590486543,137.4489042
317,Double_Mer,Double_Mer,Double_Mer_CCAM,8147245.402,-272098.4154,-4518.100264,-4.590464848,137.4489579
317,Montaigne,Montaigne,Montaigne_CCAM,8147244.577,-272099.3639,-4518.1287,-4.590480851,137.4489439
317,Young_Point,Young_Point,Young_Point,8147245.918,-272097.3338,-4517.985518,-4.590446601,137.4489666
319,Aillik,Aillik,Aillik,8147237.672,-272103.1281,-4517.98199,-4.590544356,137.4488274
319,Cartwright,Cartwright,Cartwright,8147238.245,-272103.835,-4517.897963,-4.590556281,137.4488371
319,Eqalulik,Eqalulik,Eqalulik,8147237.873,-272103.2958,-4517.955953,-4.590547185,137.4488308
319,Menihek,Menihek,Menihek,8147234.953,-272106.3691,-4517.842895,-4.590599032,137.4487816
322,Fabricius_Cliffs,Fabricius_Cliffs,Fabricius_Cliffs,8147236.388,-272105.3406,-4517.741415,-4.59058168,137.4488058
322,Husky_Creek,Husky_Creek,Husky_Creek,8147240,-272106.5228,-4517.780484,-4.590601626,137.4488667
323,Camp_Island,Camp_Island,Camp_Island,8147236.412,-272103.4269,-4517.77396,-4.590549395,137.4488062
323,Seal_Lake,Seal_Lake,Seal_Lake,8147236.209,-272103.0405,-4517.83659,-4.590542877,137.4488028
323,Steep_Rock,Steep_Rock,Steep_Rock,8147237.105,-272104.2556,-4517.771823,-4.590563377,137.4488179
324,Howells,Howells,Howells,8147237.101,-272103.144,-4517.947518,-4.590544623,137.4488178
326,Chantrey,Chantrey,Chantrey,8147229.895,-272086.7646,-4518.223315,-4.590268293,137.4486963
326,Cunningham,Cunningham,Cunningham,8147229.352,-272085.4636,-4518.361237,-4.590246344,137.4486871
326,Denham,Denham,Denham,8147221.408,-272095.8065,-4517.064555,-4.590420836,137.4485531
327,Ameto,Ameto,Ameto,8147226.488,-272098.0429,-4515.706409,-4.590458564,137.4486388
327,Wagita,Wagita,Wagita,8147229.267,-272084.624,-4518.390129,-4.59023218,137.4486856
329,Gunflint,Gunflint,Gunflint,8147192.513,-272082.2116,-4516.058176,-4.590191481,137.4480656
329,Thomson,Thomson,Thomson,8147193.544,-272083.7447,-4516.128623,-4.590217344,137.448083
329,Watterson,Watterson,Watterson,8147191.578,-272082.6708,-4515.812079,-4.590199228,137.4480498
331,Tamarack_River,Tamarack_River,Tamarack_River,8147158.56,-272083.0458,-4515.320178,-4.590205553,137.4474928
332,Pethei,Pethei,Pethei,8147139.526,-272103.6304,-4513.43377,-4.590552829,137.4471717
332,Pisolet,Pisolet,Pisolet,8147138.78,-272102.8899,-4513.461364,-4.590540337,137.4471591
332,Post_Hill,Post_Hill,Post_Hill,8147139.935,-272104.1624,-4513.384923,-4.590561803,137.4471786
333,Parry_Bay,Parry_Bay,Parry_Bay,8147140.587,-272104.4499,-4513.510006,-4.590566654,137.4471896
335,Kaertok,Kaertok,Kaertok,8147132.271,-272114.0868,-4512.767671,-4.590729235,137.4470493
335,Kaniapiskau,Kaniapiskau,Kaniapiskau,8147130.85,-272115.3024,-4512.660165,-4.590749742,137.4470253
335,Kasegalik,Kasegalik,Kasegalik,8147130.991,-272115.1721,-4512.734573,-4.590747544,137.4470277
335,Marquette,Marquette,Marquette,8147132.287,-272112.9653,-4512.748698,-4.590710314,137.4470495
336,Ikpiarjuk,Ikpiarjuk,Ikpiarjuk,8147113.581,-272145.9085,-4510.71503,-4.591266086,137.446734
336,Manitounuk,Manitounuk,Manitounuk,8147108.828,-272141.7882,-4510.802817,-4.591196574,137.4466538
336,Nullataktok,Nullataktok,Nullataktok,8147111.011,-272142.3286,-4510.960557,-4.59120569,137.4466906
337,Adlavik,Adlavik,Adlavik,8147082.4,-272156.6827,-4508.787878,-4.591447853,137.4462079
337,Angmaat,Angmaat,Angmaat,8147083.226,-272159.7841,-4508.684473,-4.591500177,137.4462219
337,Ashuanipi,Ashuanipi,Ashuanipi,8147084.639,-272159.5596,-4508.774148,-4.591496388,137.4462457
338,Attikamagen,Attikamagen,Attikamagen,8147052.768,-272174.0957,-4506.743795,-4.591741621,137.445708
338,Chakonipau,Chakonipau,Chakonipau,8147052.756,-272174.3919,-4506.72775,-4.591746618,137.4457078
338,Finger_Hill,Finger_Hill,Finger_Hill,8147056.64,-272193.5422,-4506.219795,-4.592069696,137.4457733
338,Mont_Wright_337,Mont_Wright,Mont_Wright_337,8147112.505,-272275.7624,-4503.309881,-4.593456801,137.4467158
339,Cosmo,Cosmo,Cosmo,8147026.313,-272189.2257,-4504.845931,-4.591996873,137.4452617
339,Dobie,Dobie,Dobie,8147025.773,-272197.127,-4504.70672,-4.592130174,137.4452526
339,Red_Wine,Red_Wine,Red_Wine,8147024.884,-272188.3946,-4504.836736,-4.591982853,137.4452376
342,Caribou,Caribou,Caribou,8146963.091,-272252.5412,-4503.960425,-4.593065045,137.4441951
342,Partridge,Partridge,Partridge,8146963.35,-272253.8347,-4503.999789,-4.593086867,137.4441995
343,Frood_1,Frood,Frood_1,8146930.806,-272301.748,-4500.872682,-4.593895193,137.4436504
343,Frood_2,Frood,Frood_2,8146930.949,-272302.1455,-4500.846252,-4.593901899,137.4436529
346,Connecting_Point,Connecting_Point,Connecting_Point,8146769.578,-272345.9142,-4499.713171,-4.594640303,137.4409304
346,La_Reine,La_Reine,La_Reine,8146771.782,-272350.4416,-4499.655082,-4.594716683,137.4409676
346,Lue_Point,Lue_Point,Lue_Point,8146771.707,-272344.5977,-4499.687534,-4.594618093,137.4409663
346,Scenic_Point,Scenic_Point,Scenic_Point,8146770.089,-272350.8613,-4499.706997,-4.594723763,137.440939
346,Tete_Jaune,Tete_Jaune,Tete_Jaune,8146772.365,-272346.0214,-4499.648275,-4.594642111,137.4409774
346,Tilt_Point,Tilt_Point,Tilt_Point,8146769.154,-272347.7287,-4499.759759,-4.594670915,137.4409233
349,Black_Trout,Black_Trout,Black_Trout,8146721.41,-272377.0762,-4499.109434,-4.595166025,137.4401178
349,Bull_Arm,Bull_Arm,Bull_Arm,8146719.637,-272382.8479,-4499.360191,-4.595263398,137.4400879
349,Mallard_Lake,Mallard_Lake,Mallard_Lake,8146721.199,-272382.703,-4499.38913,-4.595260953,137.4401142
353,Hector,Hector,Hector,8146629.147,-272477.7511,-4501.285309,-4.596864472,137.4385613
353,Howey,Howey,Howey,8146628.876,-272478.1944,-4501.281852,-4.596871949,137.4385567
356,Noriss_2,Noriss,Noriss_2,8146583.964,-272473.6698,-4500.492251,-4.596795617,137.437799
358,Bird_River,Bird_River,Bird_River,8146535.506,-272480.3209,-4500.910158,-4.596907825,137.4369815
358,Kenwood_River,Kenwood_River,Kenwood_River,8146534.256,-272485.2008,-4500.910422,-4.596990152,137.4369604
358,Little_Wind_River,Little_Wind_River,Little_Wind_River,8146532.02,-272485.8471,-4500.951461,-4.597001055,137.4369227
360,Ham,Ham,Ham,8146531.281,-272518.6889,-4500.710864,-4.597555116,137.4369102
360,Pardee,Pardee,Pardee,8146532.214,-272518.8315,-4500.595852,-4.597557523,137.4369259
363,Buit_Lake,Buit_Lake,Buit_Lake,8146499.775,-272583.4256,-4501.252274,-4.598647264,137.4363787
363,Labyrinth_Lake,Labyrinth_Lake,Labyrinth_Lake,8146501.031,-272581.768,-4501.266029,-4.598619299,137.4363999
365,Acme,Acme,Acme,8146420.691,-272600.2716,-4501.883845,-4.598931466,137.4350445
365,Robin_Hood,Robin_Hood,Robin_Hood,8146420.254,-272603.9099,-4502.017262,-4.598992846,137.4350371
365,Wilkinson,Wilkinson,Wilkinson,8146418.378,-272603.971,-4502.009253,-4.598993877,137.4350055
368,Blackhead,Blackhead,Blackhead,8146401.309,-272615.7959,-4501.90532,-4.59919337,137.4347175
368,Carthew,Carthew,Carthew,8146400.322,-272616.2654,-4501.943299,-4.599201291,137.4347008
368,Stock,Stock,Stock,8146399.496,-272618.5038,-4502.00876,-4.599239054,137.4346869
370,Fleur_de_Lys,Fleur_de_Lys,Fleur_de_Lys,8146340.456,-272657.9488,-4503.272221,-4.599904515,137.4336909
370,Gowganda,Gowganda,Gowganda,8146339.879,-272656.6914,-4503.257203,-4.599883303,137.4336811
371,Clarabelle,Clarabelle,Clarabelle,8146244.95,-272598.6062,-4501.68281,-4.59890337,137.4320796
371,Deloro,Deloro,Deloro,8146271.084,-272662.9921,-4503.197521,-4.5999896,137.4325205
372,Terra_Nova,Terra_Nova,Terra_Nova,8146182.766,-272680.1817,-4502.979587,-4.600279599,137.4310305
373,Dover,Dover,Dover,8146149.237,-272696.6367,-4501.830408,-4.600557203,137.4304649
373,Feather,Feather,Feather,8146147.613,-272694.8409,-4501.928376,-4.600526908,137.4304375
373,Maya,Maya,Maya,8146148.96,-272695.9092,-4501.934716,-4.600544931,137.4304602
376,Beacon,Beacon,Beacon,8146157.083,-272729.3253,-4501.626887,-4.601108681,137.4305973
377,Aztec,Aztec,Aztec,8146130.531,-272761.1332,-4503.212595,-4.601645299,137.4301493
379,Carryer,Carryer,Carryer,8146040.77,-272865.0226,-4503.162531,-4.603397977,137.428635
379,Radok,Radok,Radok,8146040.958,-272865.143,-4503.180723,-4.603400007,137.4286382
379,Ross,Ross,Ross,8146039.943,-272866.7061,-4503.110035,-4.603426377,137.428621
382,Platcha,Platcha,Platcha,8146027.102,-272870.3978,-4502.488517,-4.603488659,137.4284044
382,Sledgers,Sledgers,Sledgers,8146027.071,-272870.4043,-4502.482856,-4.603488768,137.4284039
387,Bowers,Bowers,Bowers,8145958.701,-273022.6468,-4500.850204,-4.606057192,137.4272504
387,Darwin,Darwin,Darwin,8145898.386,-273098.2864,-4505.276001,-4.607333278,137.4262329
387,Pyramid,Pyramid,Pyramid,8145961.415,-273024.8259,-4500.669211,-4.606093955,137.4272962
387,Ruker_RP_ccam,Ruker,Ruker_RP_ccam,8145960.378,-273021.7149,-4500.753012,-4.606041469,137.4272787
387,Skallen,Skallen,Skallen,8145965.575,-273033.9201,-4498.850213,-4.60624738,137.4273664
390,Falla,Falla,Falla,8145948.068,-273037.7893,-4501.614657,-4.606312655,137.427071
390,Soldat,Soldat,Soldat,8145945.882,-273039.0973,-4501.71961,-4.606334722,137.4270342
390,Yule_Bay,Yule_Bay,Yule_Bay,8145943.759,-273036.3429,-4502.036318,-4.606288253,137.4269984
392,Altar_Mountain,Altar_Mountain,Altar_Mountain,8145904.201,-273087.0919,-4505.176357,-4.60714442,137.426331
392,Bardin_Bluffs_2,Bardin_Bluffs,Bardin_Bluffs_2,0,0,0,1,0
392,Bardin_Bluffs_2,Bardin_Bluffs,Bardin_Bluffs_2,0,0,0,1,0
392,Bardin_Bluffs_2,Bardin_Bluffs,Bardin_Bluffs_2,0,0,0,1,0
392,Bardin_Bluffs_2,Bardin_Bluffs,Bardin_Bluffs_2,0,0,0,1,0
392,Bardin_Bluffs_2,Bardin_Bluffs,Bardin_Bluffs_2,0,0,0,1,0
392,Bardin_Bluffs_2,Bardin_Bluffs,Bardin_Bluffs_2,0,0,0,1,0
392,Bardin_Bluffs_2,Bardin_Bluffs,Bardin_Bluffs_2,0,0,0,1,0
392,Bardin_Bluffs_2,Bardin_Bluffs,Bardin_Bluffs_2,0,0,0,1,0
392,Bardin_Bluffs_2,Bardin_Bluffs,Bardin_Bluffs_2,0,0,0,1,0
392,Bardin_Bluffs_2,Bardin_Bluffs,Bardin_Bluffs_2,0,0,0,1,0
392,Bardin_Bluffs_2,Bardin_Bluffs,Bardin_Bluffs_2,0,0,0,1,0
392,Bardin_Bluffs_2,Bardin_Bluffs,Bardin_Bluffs_2,0,0,0,1,0
392,Bardin_Bluffs_2,Bardin_Bluffs,Bardin_Bluffs_2,0,0,0,1,0
392,Flagstone_Bench,Flagstone_Bench,Flagstone_Bench,8145899.117,-273083.1312,-4505.956993,-4.6070776,137.4262452
392,Kukri,Kukri,Kukri,8145905.245,-273084.9281,-4505.455693,-4.607107915,137.4263486
392,Wilson,Wilson,Wilson,8145898.994,-273084.0413,-4505.942353,-4.607092953,137.4262431
396,Bardin_Bluffs2_pebble,Bardin_Bluffs,Bardin_Bluffs2_pebble,8145903.427,-273087.2622,-4505.1574,-4.607147293,137.4263179
396,Byrd,Byrd,Byrd,8145902.263,-273089.4256,-4504.979838,-4.607183791,137.4262983
396,Dark_Fields,Dark_Fields,Dark_Fields,8145915.892,-273091.799,-4503.458479,-4.607223831,137.4265282
396,Eureka,Eureka,Eureka,8145903.118,-273087.1091,-4505.380344,-4.607144709,137.4263127
